Crop,District,Season,State,Year,Latitude (generated),Longitude (generated),Area(in Hectares),Production(in Tonnes)
Other  Rabi pulses,DIMAPUR,Rabi,NAGALAND,2000,25.9,93.733,1070,1000
Other  Rabi pulses,UDALGURI,Rabi,ASSAM,2007,26.766,92.133,1039,525
Other  Rabi pulses,UDALGURI,Rabi,ASSAM,2006,26.766,92.133,630,318
Other  Rabi pulses,UDALGURI,Rabi,ASSAM,2005,26.766,92.133,4465,2621
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,2007,24.683,92.566,2100,1197
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,2006,24.683,92.566,2205,1257
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,2005,24.683,92.566,2103,1182
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,2002,24.683,92.566,1200,684
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,2001,24.683,92.566,900,513
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,2000,24.683,92.566,1515,862
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,1999,24.683,92.566,1405,795
Other  Rabi pulses,HAILAKANDI,Rabi,ASSAM,1998,24.683,92.566,1360,748
other misc. pulses,HAILAKANDI,Rabi,ASSAM,2003,24.683,92.566,1205,687
Other Kharif pulses,DIMAPUR,Kharif,NAGALAND,2008,25.9,93.733,200,180
Other Kharif pulses,DIMAPUR,Kharif,NAGALAND,2007,25.9,93.733,710,750
Other Kharif pulses,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,580,820
Other Kharif pulses,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,550,520
Other Kharif pulses,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,460,560
Other Kharif pulses,DIMAPUR,Kharif,NAGALAND,2002,25.9,93.733,540,400
Other Kharif pulses,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,660,760
Other Kharif pulses,CHURACHANDPUR,Kharif,MANIPUR,2007,24.333,93.666,10,10
Other Kharif pulses,CHURACHANDPUR,Kharif,MANIPUR,2005,24.333,93.666,110,60
Other Kharif pulses,CHURACHANDPUR,Kharif,MANIPUR,2002,24.333,93.666,100,50
Other Kharif pulses,CHURACHANDPUR,Kharif,MANIPUR,2001,24.333,93.666,20,10
Other Kharif pulses,CHURACHANDPUR,Kharif,MANIPUR,2000,24.333,93.666,60,30
Other Fresh Fruits,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,1342,5594
Other Fresh Fruits,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,1425,3579
Orange,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,386,1583
Orange,HAILAKANDI,Whole year,ASSAM,2003,24.683,92.566,50,493
Orange,HAILAKANDI,Whole year,ASSAM,2002,24.683,92.566,50,493
Onion,CHURACHANDPUR,Whole year,MANIPUR,1999,24.333,93.666,10,20
Onion,CHURACHANDPUR,Autumn,MANIPUR,1998,24.333,93.666,10,20
Onion,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,241,603
Onion,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,240,600
Onion,UDALGURI,Whole year,ASSAM,2008,26.766,92.133,253,633
Onion,UDALGURI,Whole year,ASSAM,2007,26.766,92.133,305,762
Onion,UDALGURI,Whole year,ASSAM,2006,26.766,92.133,460,1150
Onion,UDALGURI,Whole year,ASSAM,2005,26.766,92.133,361,903
Onion,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,15,26
Onion,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,57,98
Onion,HAILAKANDI,Whole year,ASSAM,2008,24.683,92.566,50,85
Onion,HAILAKANDI,Whole year,ASSAM,2007,24.683,92.566,55,94
Onion,HAILAKANDI,Whole year,ASSAM,2006,24.683,92.566,65,112
Onion,HAILAKANDI,Whole year,ASSAM,2005,24.683,92.566,50,86
Onion,HAILAKANDI,Whole year,ASSAM,2004,24.683,92.566,48,82
Onion,HAILAKANDI,Whole year,ASSAM,2003,24.683,92.566,50,86
Onion,HAILAKANDI,Whole year,ASSAM,2002,24.683,92.566,50,85
Onion,HAILAKANDI,Whole year,ASSAM,2001,24.683,92.566,50,85
Onion,HAILAKANDI,Whole year,ASSAM,2000,24.683,92.566,60,106
Onion,HAILAKANDI,Whole year,ASSAM,1999,24.683,92.566,50,75
Onion,HAILAKANDI,Whole year,ASSAM,1998,24.683,92.566,50,95
Niger seed,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,320,260
Niger seed,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,310,300
Niger seed,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,300,340
Niger seed,DIMAPUR,Kharif,NAGALAND,2001,25.9,93.733,50000,25000
Niger seed,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,200,120
Niger seed,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,372,192
Niger seed,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,250,129
Niger seed,UDALGURI,Kharif,ASSAM,2007,26.766,92.133,837,432
Niger seed,UDALGURI,Kharif,ASSAM,2006,26.766,92.133,915,474
Niger seed,UDALGURI,Kharif,ASSAM,2005,26.766,92.133,773,397
Niger seed,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,25,13
Niger seed,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,14,7
Niger seed,HAILAKANDI,Kharif,ASSAM,2007,24.683,92.566,7,4
Niger seed,HAILAKANDI,Kharif,ASSAM,2006,24.683,92.566,30,15
Moong,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,90,80
Moong,DIMAPUR,Kharif,NAGALAND,2008,25.9,93.733,130,100
Moong,DIMAPUR,Kharif,NAGALAND,2007,25.9,93.733,160,200
Moong,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,330,480
Moong,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,240,250
Moong,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,390,260
Moong,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,220,330
Moong,DIMAPUR,Kharif,NAGALAND,2002,25.9,93.733,690,370
Moong,DIMAPUR,Kharif,NAGALAND,2001,25.9,93.733,920,340
Moong,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,280,230
Moong,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,236,122
Moong,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,314,163
Moong,UDALGURI,Rabi,ASSAM,2007,26.766,92.133,503,262
Moong,UDALGURI,Rabi,ASSAM,2006,26.766,92.133,612,318
Moong,UDALGURI,Rabi,ASSAM,2005,26.766,92.133,650,337
Moong,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,55,26
Moong,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,55,25
Moong,HAILAKANDI,Rabi,ASSAM,2007,24.683,92.566,3,1
Moong,HAILAKANDI,Rabi,ASSAM,2006,24.683,92.566,3,1
Moong,HAILAKANDI,Rabi,ASSAM,2005,24.683,92.566,3,1
Moong,HAILAKANDI,Rabi,ASSAM,2004,24.683,92.566,5,2
Moong,HAILAKANDI,Rabi,ASSAM,2003,24.683,92.566,5,2
Moong,HAILAKANDI,Rabi,ASSAM,2002,24.683,92.566,10,5
Moong,HAILAKANDI,Rabi,ASSAM,2001,24.683,92.566,10,5
Mesta,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,250,470
Mesta,UDALGURI,Kharif,ASSAM,2010,26.766,92.133,628,2617
Mesta,UDALGURI,Kharif,ASSAM,2009,26.766,92.133,523,2179
Mesta,UDALGURI,Kharif,ASSAM,2008,26.766,92.133,620,2583
Mesta,UDALGURI,Kharif,ASSAM,2007,26.766,92.133,571,2379
Mesta,UDALGURI,Kharif,ASSAM,2006,26.766,92.133,565,2354
Mesta,UDALGURI,Kharif,ASSAM,2005,26.766,92.133,480,2000
Masoor,DIMAPUR,Rabi,NAGALAND,2010,25.9,93.733,440,330
Masoor,DIMAPUR,Rabi,NAGALAND,2008,25.9,93.733,350,220
Masoor,DIMAPUR,Rabi,NAGALAND,2006,25.9,93.733,640,730
Masoor,DIMAPUR,Rabi,NAGALAND,2005,25.9,93.733,650,910
Masoor,DIMAPUR,Rabi,NAGALAND,2004,25.9,93.733,560,210
Masoor,DIMAPUR,Rabi,NAGALAND,2003,25.9,93.733,270,130
Masoor,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,658,417
Masoor,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,750,476
Masoor,UDALGURI,Rabi,ASSAM,2008,26.766,92.133,820,500
Masoor,UDALGURI,Rabi,ASSAM,2007,26.766,92.133,825,540
Masoor,UDALGURI,Rabi,ASSAM,2006,26.766,92.133,700,449
Masoor,UDALGURI,Rabi,ASSAM,2005,26.766,92.133,409,268
Masoor,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,25,11
Mango,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,60,305
Mango,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,70,261
Maize,DIMAPUR,Rabi,NAGALAND,2010,25.9,93.733,1330,2610
Maize,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,5350,10510
Maize,DIMAPUR,Rabi,NAGALAND,2008,25.9,93.733,440,760
Maize,DIMAPUR,Kharif,NAGALAND,2008,25.9,93.733,5270,9530
Maize,DIMAPUR,Rabi,NAGALAND,2007,25.9,93.733,1000,1900
Maize,DIMAPUR,Kharif,NAGALAND,2007,25.9,93.733,5560,13130
Maize,DIMAPUR,Rabi,NAGALAND,2006,25.9,93.733,1060,1790
Maize,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,9760,16280
Maize,DIMAPUR,Rabi,NAGALAND,2005,25.9,93.733,1180,1880
Maize,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,8010,14060
Maize,DIMAPUR,Rabi,NAGALAND,2004,25.9,93.733,680,1100
Maize,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,6980,12370
Maize,DIMAPUR,Rabi,NAGALAND,2003,25.9,93.733,120,230
Maize,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,5160,7520
Maize,DIMAPUR,Kharif,NAGALAND,2002,25.9,93.733,5330,10570
Maize,DIMAPUR,Kharif,NAGALAND,2001,25.9,93.733,6910,12500
Maize,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,4500,6800
Maize,CHURACHANDPUR,Kharif,MANIPUR,2007,24.333,93.666,170,450
Maize,CHURACHANDPUR,Kharif,MANIPUR,2006,24.333,93.666,340,920
Maize,CHURACHANDPUR,Kharif,MANIPUR,2005,24.333,93.666,260,370
Maize,CHURACHANDPUR,Kharif,MANIPUR,2004,24.333,93.666,160,220
Maize,CHURACHANDPUR,Kharif,MANIPUR,2003,24.333,93.666,230,270
Maize,CHURACHANDPUR,Kharif,MANIPUR,2001,24.333,93.666,1180,1790
Maize,CHURACHANDPUR,Kharif,MANIPUR,2000,24.333,93.666,1860,3980
Maize,CHURACHANDPUR,Kharif,MANIPUR,1999,24.333,93.666,840,1030
Maize,CHURACHANDPUR,Autumn,MANIPUR,1998,24.333,93.666,630,1540
Maize,UDALGURI,Kharif,ASSAM,2010,26.766,92.133,527,329
Maize,UDALGURI,Kharif,ASSAM,2009,26.766,92.133,559,349
Maize,UDALGURI,Rabi,ASSAM,2008,26.766,92.133,447,279
Maize,UDALGURI,Kharif,ASSAM,2007,26.766,92.133,333,208
Maize,UDALGURI,Kharif,ASSAM,2006,26.766,92.133,383,239
Maize,UDALGURI,Kharif,ASSAM,2005,26.766,92.133,233,146
Maize,HAILAKANDI,Kharif,ASSAM,2010,24.683,92.566,45,18
Maize,HAILAKANDI,Kharif,ASSAM,2009,24.683,92.566,42,17
Maize,HAILAKANDI,Rabi,ASSAM,2008,24.683,92.566,21,8
Maize,HAILAKANDI,Kharif,ASSAM,2007,24.683,92.566,25,10
Maize,HAILAKANDI,Kharif,ASSAM,2005,24.683,92.566,1,1
Maize,HAILAKANDI,Kharif,ASSAM,2003,24.683,92.566,30,12
Maize,HAILAKANDI,Kharif,ASSAM,2002,24.683,92.566,30,12
Maize,HAILAKANDI,Kharif,ASSAM,2001,24.683,92.566,35,14
Maize,HAILAKANDI,Kharif,ASSAM,2000,24.683,92.566,20,8
Maize,HAILAKANDI,Kharif,ASSAM,1999,24.683,92.566,20,10
Maize,HAILAKANDI,Kharif,ASSAM,1998,24.683,92.566,5,2
Linseed,DIMAPUR,Rabi,NAGALAND,2010,25.9,93.733,1080,870
Linseed,DIMAPUR,Rabi,NAGALAND,2008,25.9,93.733,1000,800
Linseed,DIMAPUR,Rabi,NAGALAND,2007,25.9,93.733,1900,1860
Linseed,DIMAPUR,Rabi,NAGALAND,2006,25.9,93.733,2210,1650
Linseed,DIMAPUR,Rabi,NAGALAND,2005,25.9,93.733,2110,3190
Linseed,DIMAPUR,Rabi,NAGALAND,2004,25.9,93.733,1500,3310
Linseed,DIMAPUR,Rabi,NAGALAND,2003,25.9,93.733,2910,2070
Linseed,DIMAPUR,Rabi,NAGALAND,2002,25.9,93.733,1980,1930
Linseed,DIMAPUR,Rabi,NAGALAND,2001,25.9,93.733,8000,5000
Linseed,DIMAPUR,Rabi,NAGALAND,2000,25.9,93.733,1650,740
Linseed,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,303,131
Linseed,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,234,99
Linseed,UDALGURI,Rabi,ASSAM,2008,26.766,92.133,556,254
Linseed,UDALGURI,Rabi,ASSAM,2007,26.766,92.133,398,162
Linseed,UDALGURI,Rabi,ASSAM,2006,26.766,92.133,712,294
Linseed,UDALGURI,Rabi,ASSAM,2005,26.766,92.133,558,223
Linseed,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,15,8
Linseed,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,12,6
Linseed,HAILAKANDI,Rabi,ASSAM,2008,24.683,92.566,15,8
Linseed,HAILAKANDI,Rabi,ASSAM,2007,24.683,92.566,10,5
Linseed,HAILAKANDI,Rabi,ASSAM,2006,24.683,92.566,10,5
Linseed,HAILAKANDI,Rabi,ASSAM,2005,24.683,92.566,5,2
Linseed,HAILAKANDI,Rabi,ASSAM,2004,24.683,92.566,5,2
Linseed,HAILAKANDI,Rabi,ASSAM,2003,24.683,92.566,5,2
Linseed,HAILAKANDI,Rabi,ASSAM,2002,24.683,92.566,10,5
Linseed,HAILAKANDI,Rabi,ASSAM,2001,24.683,92.566,10,5
Linseed,HAILAKANDI,Rabi,ASSAM,2000,24.683,92.566,10,5
Linseed,HAILAKANDI,Rabi,ASSAM,1999,24.683,92.566,20,10
Linseed,HAILAKANDI,Rabi,ASSAM,1998,24.683,92.566,20,10
Jute,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,770,1390
Jute,DIMAPUR,Kharif,NAGALAND,2008,25.9,93.733,800,1100
Jute,DIMAPUR,Kharif,NAGALAND,2007,25.9,93.733,1000,1380
Jute,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,1430,4840
Jute,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,1320,4800
Jute,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,1260,5660
Jute,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,780,4020
Jute,DIMAPUR,Kharif,NAGALAND,2002,25.9,93.733,590,2280
Jute,DIMAPUR,Kharif,NAGALAND,2001,25.9,93.733,140,150
Jute,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,150,230
Jute,UDALGURI,Kharif,ASSAM,2010,26.766,92.133,5138,62930
Jute,UDALGURI,Kharif,ASSAM,2009,26.766,92.133,5705,75215
Jute,UDALGURI,Kharif,ASSAM,2008,26.766,92.133,5056,48963
Jute,UDALGURI,Kharif,ASSAM,2007,26.766,92.133,4943,55554
Jute,UDALGURI,Kharif,ASSAM,2006,26.766,92.133,5594,37573
Jute,UDALGURI,Kharif,ASSAM,2005,26.766,92.133,5042,65602
Jute,HAILAKANDI,Kharif,ASSAM,2010,24.683,92.566,40,402
Jute,HAILAKANDI,Kharif,ASSAM,2009,24.683,92.566,35,382
Jute,HAILAKANDI,Kharif,ASSAM,2008,24.683,92.566,35,377
Jute,HAILAKANDI,Kharif,ASSAM,2007,24.683,92.566,30,329
Jute,HAILAKANDI,Kharif,ASSAM,2006,24.683,92.566,35,339
Jute,HAILAKANDI,Kharif,ASSAM,2005,24.683,92.566,25,255
Jute,HAILAKANDI,Kharif,ASSAM,2004,24.683,92.566,25,177
Jute,HAILAKANDI,Kharif,ASSAM,2003,24.683,92.566,30,512
Jute,HAILAKANDI,Kharif,ASSAM,2002,24.683,92.566,30,305
Jute,HAILAKANDI,Kharif,ASSAM,2001,24.683,92.566,30,297
Jute,HAILAKANDI,Kharif,ASSAM,2000,24.683,92.566,30,288
Jute,HAILAKANDI,Kharif,ASSAM,1999,24.683,92.566,30,268
Jute,HAILAKANDI,Kharif,ASSAM,1998,24.683,92.566,20,175
Jowar,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,220,200
Jowar,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,140,350
Jowar,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,420,850
Jowar,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,450,810
Jowar,DIMAPUR,Kharif,NAGALAND,2002,25.9,93.733,480,1210
Jowar,DIMAPUR,Kharif,NAGALAND,2001,25.9,93.733,270,230
Jowar,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,270,230
Jack Fruit,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,35,160
Jack Fruit,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,40,160
Horse-gram,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,40,40
Groundnut,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,120,130
Groundnut,DIMAPUR,Kharif,NAGALAND,2008,25.9,93.733,120,130
Groundnut,DIMAPUR,Kharif,NAGALAND,2007,25.9,93.733,270,290
Groundnut,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,150,140
Groundnut,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,40,40
Groundnut,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,930,1130
Groundnut,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,510,810
Groundnut,DIMAPUR,Kharif,NAGALAND,2002,25.9,93.733,730,850
Groundnut,DIMAPUR,Rabi,NAGALAND,2001,25.9,93.733,1000,1200
Groundnut,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,650,670
Gram,DIMAPUR,Rabi,NAGALAND,2010,25.9,93.733,90,70
Gram,DIMAPUR,Rabi,NAGALAND,2008,25.9,93.733,70,50
Gram,DIMAPUR,Rabi,NAGALAND,2006,25.9,93.733,60,90
Gram,DIMAPUR,Rabi,NAGALAND,2005,25.9,93.733,60,80
Gram,DIMAPUR,Rabi,NAGALAND,2004,25.9,93.733,400,420
Gram,DIMAPUR,Rabi,NAGALAND,2003,25.9,93.733,290,390
Gram,DIMAPUR,Rabi,NAGALAND,2002,25.9,93.733,200,220
Gram,DIMAPUR,Rabi,NAGALAND,2001,25.9,93.733,200,200
Gram,DIMAPUR,Rabi,NAGALAND,2000,25.9,93.733,200,220
Gram,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,7,4
Gram,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,7,4
Gram,UDALGURI,Rabi,ASSAM,2008,26.766,92.133,6,4
Gram,UDALGURI,Rabi,ASSAM,2007,26.766,92.133,42,25
Gram,UDALGURI,Rabi,ASSAM,2005,26.766,92.133,38,23
Gram,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,6,2
Gram,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,5,2
Gram,HAILAKANDI,Rabi,ASSAM,2008,24.683,92.566,6,3
Gram,HAILAKANDI,Rabi,ASSAM,2007,24.683,92.566,4,2
Gram,HAILAKANDI,Rabi,ASSAM,2005,24.683,92.566,5,2
Gram,HAILAKANDI,Rabi,ASSAM,2004,24.683,92.566,5,2
Gram,HAILAKANDI,Rabi,ASSAM,2003,24.683,92.566,5,2
Gram,HAILAKANDI,Rabi,ASSAM,2002,24.683,92.566,5,2
