1980,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,2160,2,LBS. ,3400
1995,864999,NURSERY PLANTS BEDDING ,1,Alameda ,  ,  ,  ,  ,  ,8022000
1995,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,7269000
1995,194599,PASTURE IRRIGATED ,1,Alameda ,209,  ,  ,  ,  ,11000
1995,194699,PASTURE RANGE ,1,Alameda ,205172,  ,  ,  ,  ,2466000
1995,419999,SHEEP & LAMBS UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,61000
1995,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,199,  ,  ,  ,  ,702000
1995,263999,WALNUTS ENGLISH ,1,Alameda ,85,0.46,39,1308,TONS ,51000
1995,101999,WHEAT ALL ,1,Alameda ,1392,0.79,1101,125,TONS ,138000
1996,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,1100,2,LBS ,2100
1996,481999,APIARY PRODUCTS HONEY ,1,Alameda ,  ,  ,41000,1,LBS ,22600
1996,486999,APIARY PRODUCTS POLLIN. FEES ,1,Alameda ,  ,  ,1000,36,COL ,36000
1996,113999,BARLEY UNSPECIFIED ,1,Alameda ,900,0.83,747,146,TONS ,109000
1996,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,4861000
1996,851999,CHRISTMAS TREES & CUT GREENS ,1,Alameda ,  ,  ,  ,  ,  ,142000
1996,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,1173,  ,  ,  ,  ,386000
1996,867999,FLOWERS CUT UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,8772000
1996,879999,FLOWERS FOLIAGE PLANTS ,1,Alameda ,  ,  ,  ,  ,  ,1139000
1996,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,86,  ,  ,  ,  ,72000
1996,216299,GRAPES WINE ,1,Alameda ,1662,2.85,4730,1029,TONS ,4866000
1996,181999,HAY ALFALFA ,1,Alameda ,899,5.95,5349,110,TONS ,590000
1996,188499,HAY GRAIN ,1,Alameda ,4692,1.53,7179,78,TONS ,559000
1996,429999,HOGS & PIGS UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,5000
1996,478999,LIVESTOCK PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,749000
1996,864999,NURSERY PLANTS BEDDING ,1,Alameda ,  ,  ,  ,  ,  ,6059000
1996,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,9099000
1996,194599,PASTURE IRRIGATED ,1,Alameda ,249,  ,  ,  ,  ,13000
1996,194699,PASTURE RANGE ,1,Alameda ,205883,  ,  ,  ,  ,2617000
1996,419999,SHEEP & LAMBS UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,49000
1996,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,175,  ,  ,  ,  ,583000
1996,101999,WHEAT ALL ,1,Alameda ,1240,1.28,1587,135,TONS ,215000
1997,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,900,3,LBS ,2300
1997,481999,APIARY PRODUCTS HONEY ,1,Alameda ,  ,  ,38000,1,LBS ,24700
1997,486999,APIARY PRODUCTS POLLIN. FEES ,1,Alameda ,  ,  ,1000,38,COL ,38000
1997,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,5675000
1997,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,975,  ,  ,  ,  ,308000
1997,867999,FLOWERS CUT UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,8772000
1997,879999,FLOWERS FOLIAGE PLANTS ,1,Alameda ,  ,  ,  ,  ,  ,1690000
1997,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,185,  ,  ,  ,  ,75000
1997,216299,GRAPES WINE ,1,Alameda ,1977,4.71,9308,1116,TONS ,10386000
1997,181999,HAY ALFALFA ,1,Alameda ,544,6.31,3433,117,TONS ,401000
1997,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,5273,3.05,16083,52,TONS ,831000
1997,429999,HOGS & PIGS UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,4000
1997,864999,NURSERY PLANTS BEDDING ,1,Alameda ,  ,  ,  ,  ,  ,6459000
1997,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,8294000
1997,194599,PASTURE IRRIGATED ,1,Alameda ,339,  ,  ,  ,  ,17000
1997,194699,PASTURE RANGE ,1,Alameda ,204274,  ,  ,  ,  ,2576000
1997,699999,POULTRY UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,427000
1997,419999,SHEEP & LAMBS UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,56000
1997,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,161,  ,  ,  ,  ,793000
1997,101999,WHEAT ALL ,1,Alameda ,430,1.53,658,106,TONS ,70000
1998,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,1000,3,LBS ,3000
1998,481999,APIARY PRODUCTS HONEY ,1,Alameda ,  ,  ,40000,1,LBS ,22000
1998,486999,APIARY PRODUCTS POLLIN. FEES ,1,Alameda ,  ,  ,1000,38,COL ,38000
1998,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,4594000
1998,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,2320,  ,  ,  ,  ,548000
1998,879999,FLOWERS FOLIAGE PLANTS ,1,Alameda ,  ,  ,  ,  ,  ,2446000
1998,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,178,  ,  ,  ,  ,41000
1998,216299,GRAPES WINE ,1,Alameda ,2141,2.04,4370,1205,TONS ,5267000
1998,181999,HAY ALFALFA ,1,Alameda ,409,5.9,2413,112,TONS ,270000
1998,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,4760,1.95,9282,70,TON ,650000
1998,864999,NURSERY PLANTS BEDDING ,1,Alameda ,  ,  ,  ,  ,  ,5501000
1998,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,9474000
1998,194699,PASTURE RANGE ,1,Alameda ,202790,  ,  ,  ,  ,2940000
1998,699999,POULTRY UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,691000
1998,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,1086000
1998,101999,WHEAT ALL ,1,Alameda ,2330,0.83,1934,90,TONS ,175000
1999,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,1200,2,LBS ,2000
1999,481999,APIARY PRODUCTS HONEY ,1,Alameda ,  ,  ,37000,1,LBS ,19000
1999,486999,APIARY PRODUCTS POLLIN. FEES ,1,Alameda ,  ,  ,1200,38,COL ,46000
1999,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,6843000
1999,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,2470,  ,  ,  ,ACRE ,454000
1999,867999,FLOWERS CUT UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,1230000
1999,879999,FLOWERS FOLIAGE PLANTS ,1,Alameda ,  ,  ,  ,  ,  ,1432000
1999,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,138,  ,  ,  ,ACRE ,24000
1999,216299,GRAPES WINE ,1,Alameda ,2018,3.57,7210,1182,ACRE ,8523000
1999,181999,HAY ALFALFA ,1,Alameda ,480,5.7,2736,111,TON ,304000
1999,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3727,2.2,8199,80,TON ,656000
1999,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,56000
1999,864999,NURSERY PLANTS BEDDING ,1,Alameda ,  ,  ,  ,  ,  ,6221000
1999,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,10175000
1999,194699,PASTURE RANGE ,1,Alameda ,201080,  ,  ,  ,ACRE ,2940000
1999,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,147,  ,  ,  ,ACRE ,947000
2000,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,1350,2,LBS ,2700
2000,481999,APIARY PRODUCTS HONEY ,1,Alameda ,  ,  ,38000,1,LBS ,19000
2000,486999,APIARY PRODUCTS POLLIN. FEES ,1,Alameda ,  ,  ,1400,31,COL ,43400
2000,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,6250000
2000,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,2310,  ,  ,  ,  ,475000
2000,867999,FLOWERS CUT UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,1589000
2000,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,88,  ,  ,  ,  ,19000
2000,216299,GRAPES WINE ,1,Alameda ,2602,2.11,5483,1185,TON ,6498000
2000,181999,HAY ALFALFA ,1,Alameda ,519,3.6,1868,90,TON ,168000
2000,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3270,2.3,7521,70,TON ,526000
2000,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,55000
2000,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,3728000
2000,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,8732000
2000,194699,PASTURE RANGE ,1,Alameda ,200000,  ,  ,  ,  ,2850000
2000,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,958000
2001,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,500,1.6,LBS ,800
2001,481999,APIARY PRODUCTS HONEY ,1,Alameda ,  ,  ,19000,0.68,LBS ,13000
2001,486999,APIARY PRODUCTS POLLIN. FEES ,1,Alameda ,  ,  ,1400,43,COL ,60200
2001,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,5707000
2001,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,2200,  ,  ,  ,  ,425000
2001,867999,FLOWERS CUT UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,1100000
2001,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,88,  ,  ,  ,  ,12000
2001,216299,GRAPES WINE ,1,Alameda ,3023,2.91,8797,1147,TONS ,10092000
2001,181999,HAY ALFALFA ,1,Alameda ,624,5,3120,120,TONS ,374000
2001,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3540,2.2,7788,90,TONS ,701000
2001,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,51000
2001,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,3290000
2001,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,10718000
2001,194699,PASTURE RANGE ,1,Alameda ,199000,  ,  ,  ,  ,2985000
2001,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,975000
2002,482999,APIARY PRODUCTS BEESWAX ,1,Alameda ,  ,  ,500,1.8,LBS ,900
2002,481999,APIARY PRODUCTS HONEY ,1,Alameda ,  ,  ,30000,1.4,LBS ,42000
2002,486999,APIARY PRODUCTS POLLIN. FEES ,1,Alameda ,  ,  ,1400,40,COL ,56000
2002,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,5090000
2002,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,1850,  ,  ,  ,  ,375000
2002,867999,FLOWERS CUT UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,630000
2002,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,115,  ,  ,  ,  ,15000
2002,216299,GRAPES WINE ,1,Alameda ,2255,2.13,4793,1126,TON ,5398000
2002,181999,HAY ALFALFA ,1,Alameda ,871,5.1,4442,100,TON ,444000
2002,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3800,2.2,8360,70,TON ,585000
2002,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,85000
2002,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,2053000
2002,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,11546000
2002,194699,PASTURE RANGE ,1,Alameda ,195000,  ,  ,  ,  ,2828000
2002,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,865000
2003,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,6639000
2003,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,1450,  ,  ,  ,  ,320000
2003,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,115,  ,  ,  ,  ,10000
2003,216299,GRAPES WINE ,1,Alameda ,2284,3.21,7325,1077.41,TON ,7892000
2003,181999,HAY ALFALFA ,1,Alameda ,775,5.69,4410,99.09,TON ,437000
2003,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3554,2,7108,84.97,TON ,604000
2003,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,203000
2003,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,2779000
2003,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,14951000
2003,194699,PASTURE RANGE ,1,Alameda ,191000,  ,  ,  ,  ,3056000
2003,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,451000
2004,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,7682000
2004,216299,GRAPES WINE ,1,Alameda ,2526,3.6,9094,995.38,TONS ,9052000
2004,181999,HAY ALFALFA ,1,Alameda ,830,7.75,6430,130.02,TONS ,836000
2004,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3624,2.75,9966,84.99,TONS ,847000
2004,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,14839000
2004,194699,PASTURE RANGE ,1,Alameda ,189000,  ,  ,  ,ACRE ,3094000
2005,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,8550000
2005,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,65000
2005,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,28400
2005,216299,GRAPES WINE ,1,Alameda ,2169,4.24,9189,930.68,TONS ,8552000
2005,181999,HAY ALFALFA ,1,Alameda ,753,4.37,3290,144.98,TONS ,477000
2005,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,4820,2.5,12050,86.97,TONS ,1048000
2005,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,145000
2005,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,2932000
2005,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,18133000
2005,194699,PASTURE RANGE ,1,Alameda ,190000,  ,  ,  ,  ,3338000
2005,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,683000
2006,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,8721200
2006,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,315,  ,  ,  ,  ,266000
2006,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,116,  ,  ,  ,  ,20400
2006,216299,GRAPES WINE ,1,Alameda ,2281,3.74,8534,937.97,TONS ,8004600
2006,181999,HAY ALFALFA ,1,Alameda ,389,5.37,2089,142.99,TONS ,298700
2006,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3648,3,10944,86,TONS ,941200
2006,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,155000
2006,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,2630700
2006,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,17820000
2006,194699,PASTURE RANGE ,1,Alameda ,189000,  ,  ,  ,  ,3377400
2006,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,1178400
2007,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,7191000
2007,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,300,  ,  ,  ,  ,248000
2007,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,167,  ,  ,  ,  ,61000
2007,216299,GRAPES WINE ,1,Alameda ,1916,3.93,7526,857.69,TONS ,6455000
2007,181999,HAY ALFALFA ,1,Alameda ,679,5.14,3490,179.08,TONS ,625000
2007,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3220,1.7,5474,103.95,TONS ,569000
2007,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,329000
2007,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,2737000
2007,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,20393000
2007,194699,PASTURE RANGE ,1,Alameda ,189000,  ,  ,  ,  ,3232000
2007,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,601000
2008,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,7757000
2008,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,10,  ,  ,  ,  ,120000
2008,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,295,  ,  ,  ,  ,186000
2008,216299,GRAPES WINE ,1,Alameda ,2526,3.73,9417,911.76,TONS ,8586000
2008,181999,HAY ALFALFA ,1,Alameda ,495,5.32,2635,203.04,TONS ,535000
2008,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,3795,1.59,6020,110.3,TONS ,664000
2008,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,56000
2008,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,  ,  ,  ,  ,  ,1007000
2008,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,  ,  ,  ,  ,  ,18310000
2008,194699,PASTURE RANGE ,1,Alameda ,189000,  ,  ,  ,  ,3219000
2008,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,80,  ,  ,  ,  ,745000
2009,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,4650000
2009,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,293,  ,  ,  ,  ,265000
2009,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,213,  ,  ,  ,  ,119000
2009,216299,GRAPES WINE ,1,Alameda ,2410,5.02,12110,1158.13,Tons ,14025000
2009,181999,HAY ALFALFA ,1,Alameda ,259,5.73,1483,129.47,Tons ,192000
2009,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,4480,1.8,8061,82.62,Tons ,666000
2009,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,125000
2009,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,10,  ,  ,  ,  ,1115000
2009,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,163,  ,  ,  ,  ,12564000
2009,194699,PASTURE RANGE ,1,Alameda ,183000,  ,  ,  ,  ,2608000
2009,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,83,  ,  ,  ,  ,838000
2010,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,,  ,  ,  ,  ,6231000
2010,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,220,  ,  ,  ,  ,88000
2010,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,316,  ,  ,  ,  ,575000
2010,216299,GRAPES WINE ,1,Alameda ,2240,5.63,12600,906.27,Tons ,11419000
2010,181999,HAY ALFALFA ,1,Alameda ,1070,4.64,4960,97.98,Tons ,486000
2010,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,5210,1.67,8710,100.8,Tons ,878000
2010,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,216000
2010,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,66,  ,  ,  ,  ,1286000
2010,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,158,  ,  ,  ,  ,10190000
2010,194699,PASTURE RANGE ,1,Alameda ,182000,  ,  ,  ,  ,3030000
2010,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,82,  ,  ,  ,  ,897000
2011,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,10329000
2011,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,973,  ,  ,  ,  ,715000
2011,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,321,  ,  ,  ,  ,127000
2011,216299,GRAPES WINE ,1,Alameda ,2650,3.47,9190,1296.63,Tons ,11916000
2011,181999,HAY ALFALFA ,1,Alameda ,704,4.62,3250,220,Tons ,715000
2011,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,4770,1.5,7160,155.73,Tons ,1115000
2011,469999,LIVESTOCK UNSPECIFIED ,1,Alameda ,  ,  ,  ,  ,  ,565000
2011,899999,NURSERY PRODUCTS MISC. ,1,Alameda ,68,  ,  ,  ,  ,1282000
2011,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda ,158,  ,  ,  ,  ,10865000
2011,194699,PASTURE RANGE ,1,Alameda ,182000,  ,  ,  ,  ,2766000
2011,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,82,  ,  ,  ,  ,785000
2012,409999,CATTLE & CALVES UNSPECIFIED ,1,Alameda , , , , , ,8191000
2012,198999,FIELD CROPS UNSPECIFIED ,1,Alameda ,640, , , , ,404000
2012,218899,FRUITS & NUTS UNSPECIFIED ,1,Alameda ,343, , , , ,495000
2012,216299,GRAPES WINE ,1,Alameda ,2940,3.74,11000,1251.27,Tons ,13764000
2012,181999,HAY ALFALFA ,1,Alameda ,789,5.06,3990,233.08,Tons ,930000
2012,188999,HAY OTHER UNSPECIFIED ,1,Alameda ,5240,1.52,7970,157.09,Tons ,1252000
2012,469999,LIVESTOCK UNSPECIFIED ,1,Alameda , , , , , ,518000
2012,899999,NURSERY PRODUCTS MISC. ,1,Alameda , , , , , ,1118000
2012,895999,NURSERY WOODY ORNAMNTALS ,1,Alameda , , , , , ,9413000
2012,194699,PASTURE RANGE ,1,Alameda ,182000, , , , ,3025000
2012,398999,VEGETABLES UNSPECIFIED ,1,Alameda ,83, , , , ,949000
2013,409999,CATTLE & CALVES UNSPECIFIED,1,Alameda,,,,,,10309000
2013,198999,FIELD CROPS UNSPECIFIED,1,Alameda,1100,,,,,733000
2013,218899,FRUITS & NUTS UNSPECIFIED,1,Alameda,338,,,,,159000
2013,216299,GRAPES WINE,1,Alameda,2800,5.82,16300,979.45,tons,15965000
2013,181999,HAY ALFALFA,1,Alameda,529,5.47,2894,224.95,tons,651000
2013,188999,HAY OTHER UNSPECIFIED,1,Alameda,4110,1.33,5470,183,tons,1001000
2013,469999,LIVESTOCK UNSPECIFIED,1,Alameda,,,,,,723000
2013,899999,NURSERY PRODUCTS MISC.,1,Alameda,,,,,,1218000
2013,895999,NURSERY WOODY ORNAMNTALS,1,Alameda,,,,,,7159000
2013,194699,PASTURE RANGE,1,Alameda,178000,,,,,3019000
2013,398999,VEGETABLES UNSPECIFIED,1,Alameda,81,,,,,1020000
2014,409999,CATTLE & CALVES UNSPECIFIED,1,Alameda,,,,,,15016000
2014,198999,FIELD CROPS UNSPECIFIED,1,Alameda,979,,,,,593000
2014,218899,FRUITS & NUTS UNSPECIFIED,1,Alameda,319,,,,,662000
2014,216299,GRAPES WINE,1,Alameda,2420,4.38,10600,1486.42,Tons,15756000
2014,181999,HAY ALFALFA,1,Alameda,524,4.71,2470,237.65,Tons,587000
2014,188999,HAY OTHER UNSPECIFIED,1,Alameda,3380,0.89,3010,182.06,Tons,548000
2014,469999,LIVESTOCK UNSPECIFIED,1,Alameda,,,,,,778000
2014,899999,NURSERY PRODUCTS MISC.,1,Alameda,60,,,,,978000
2014,895999,NURSERY WOODY ORNAMNTALS,1,Alameda,124,,,,,6988000
2014,194699,PASTURE RANGE,1,Alameda,178000,,,,,3191000
2014,398999,VEGETABLES UNSPECIFIED,1,Alameda,112,,,,,1215000
